name,name_kana,category,priority,homepage_url,recruit_page_url,inquiry_form_url,phone,address,employees_range,capital_jpy,established_year,ceo_name,hr_contact_name,hr_contact_email,hr_contact_phone,notes,source,status
西新宿PM,,PM,5,https://www.example.co.jp/335116/,https://www.example.co.jp/335116/recruit/,https://www.example.co.jp/335116/contact/,03-6460-6260,東京都港区,100-299,100000000,1992,,,,,,seed,active
赤坂PM,,PM,5,https://www.example.co.jp/476544/,https://www.example.co.jp/476544/recruit/,https://www.example.co.jp/476544/contact/,03-9117-5722,東京都品川区,50-99,1000000000,2000,,,,,,seed,active
六本木PM,,PM,4,https://www.example.co.jp/146893/,https://www.example.co.jp/146893/recruit/,https://www.example.co.jp/146893/contact/,03-2442-6153,東京都中央区,300-999,100000000,1952,,,,,,seed,active
表参道PMサービス,,PM,3,https://www.example.co.jp/902365/,https://www.example.co.jp/902365/recruit/,https://www.example.co.jp/902365/contact/,03-9431-1018,千葉県千葉市,3000+,3000000000,1999,,,,,,seed,active
恵比寿PM,,PM,3,https://www.example.co.jp/99805/,https://www.example.co.jp/99805/recruit/,https://www.example.co.jp/99805/contact/,03-6927-9167,神奈川県横浜市,1-9,300000000,1972,,,,,,seed,active
中野PM,,PM,4,https://www.example.co.jp/791249/,https://www.example.co.jp/791249/recruit/,https://www.example.co.jp/791249/contact/,03-3146-5719,神奈川県横浜市,10-49,300000000,1982,,,,,,seed,active
練馬PM,,PM,5,https://www.example.co.jp/515282/,https://www.example.co.jp/515282/recruit/,https://www.example.co.jp/515282/contact/,03-4920-3594,東京都中央区,100-299,10000000,1963,,,,,,seed,active
板橋PM,,PM,3,https://www.example.co.jp/485671/,https://www.example.co.jp/485671/recruit/,https://www.example.co.jp/485671/contact/,03-4681-2858,神奈川県横浜市,300-999,10000000,2000,,,,,,seed,active
江東PMサービス,,PM,5,https://www.example.co.jp/955455/,https://www.example.co.jp/955455/recruit/,https://www.example.co.jp/955455/contact/,03-5781-9337,東京都中央区,1000-2999,100000000,1967,,,,,,seed,active
葛飾PM,,PM,3,https://www.example.co.jp/103389/,https://www.example.co.jp/103389/recruit/,https://www.example.co.jp/103389/contact/,03-8483-3369,東京都品川区,100-299,30000000,2008,,,,,,seed,active
日本管財,,施設管理,2,https://www.example.co.jp/690563/,https://www.example.co.jp/690563/recruit/,https://www.example.co.jp/690563/contact/,03-3236-2143,東京都中央区,300-999,1000000000,2013,,,,,,seed,active
東京美装興業,,施設管理,4,https://www.example.co.jp/991072/,https://www.example.co.jp/991072/recruit/,https://www.example.co.jp/991072/contact/,03-9318-5377,東京都千代田区,3000+,50000000,2001,,,,,,seed,active
太平ビルサービス,,施設管理,3,https://www.example.co.jp/341728/,https://www.example.co.jp/341728/recruit/,https://www.example.co.jp/341728/contact/,03-3434-8316,千葉県千葉市,50-99,3000000000,2010,,,,,,seed,active
ビケンテクノ,,施設管理,3,https://www.example.co.jp/887153/,https://www.example.co.jp/887153/recruit/,https://www.example.co.jp/887153/contact/,03-9903-7180,神奈川県横浜市,50-99,3000000000,2018,,,,,,seed,active
共立メンテナンス,,施設管理,5,https://www.example.co.jp/882312/,https://www.example.co.jp/882312/recruit/,https://www.example.co.jp/882312/contact/,03-4912-7274,東京都渋谷区,3000+,1000000000,1972,,,,,,seed,active
イオンディライト,,施設管理,5,https://www.example.co.jp/969808/,https://www.example.co.jp/969808/recruit/,https://www.example.co.jp/969808/contact/,03-8749-7246,東京都品川区,100-299,50000000,1953,,,,,,seed,active
シダックスFMサービス,,施設管理,5,https://www.example.co.jp/625241/,https://www.example.co.jp/625241/recruit/,https://www.example.co.jp/625241/contact/,03-1606-3068,千葉県千葉市,3000+,100000000,1967,,,,,,seed,active
アサヒファシリティズ,,施設管理,5,https://www.example.co.jp/151687/,https://www.example.co.jp/151687/recruit/,https://www.example.co.jp/151687/contact/,03-8213-2633,千葉県千葉市,50-99,3000000000,1960,,,,,,seed,active
東洋テック,,施設管理,5,https://www.example.co.jp/499030/,https://www.example.co.jp/499030/recruit/,https://www.example.co.jp/499030/contact/,03-3529-2225,神奈川県横浜市,1-9,100000000,1966,,,,,,seed,active
セコムジャスティック,,施設管理,4,https://www.example.co.jp/860139/,https://www.example.co.jp/860139/recruit/,https://www.example.co.jp/860139/contact/,03-7512-2315,東京都江東区,50-99,300000000,1991,,,,,,seed,active
綜合警備保障施設管理,,施設管理,5,https://www.example.co.jp/985365/,https://www.example.co.jp/985365/recruit/,https://www.example.co.jp/985365/contact/,03-6188-8994,千葉県千葉市,3000+,100000000,2016,,,,,,seed,active
セントラル警備保障施設,,施設管理,1,https://www.example.co.jp/366917/,https://www.example.co.jp/366917/recruit/,https://www.example.co.jp/366917/contact/,03-5708-4727,東京都港区,1-9,1000000000,1978,,,,,,seed,active
アズビルケアサポート,,施設管理,3,https://www.example.co.jp/556958/,https://www.example.co.jp/556958/recruit/,https://www.example.co.jp/556958/contact/,03-3725-5906,東京都千代田区,1-9,100000000,1960,,,,,,seed,active
東洋熱ビル管理,,施設管理,1,https://www.example.co.jp/426117/,https://www.example.co.jp/426117/recruit/,https://www.example.co.jp/426117/contact/,03-6873-7141,東京都品川区,3000+,50000000,1955,,,,,,seed,active
東京設備サービス,,施設管理,2,https://www.example.co.jp/288488/,https://www.example.co.jp/288488/recruit/,https://www.example.co.jp/288488/contact/,03-3950-3785,東京都新宿区,300-999,300000000,2000,,,,,,seed,active
ハリマビステム,,施設管理,2,https://www.example.co.jp/195910/,https://www.example.co.jp/195910/recruit/,https://www.example.co.jp/195910/contact/,03-4945-9153,埼玉県さいたま市,3000+,300000000,1996,,,,,,seed,active
ジャパンメンテナンス,,施設管理,2,https://www.example.co.jp/689599/,https://www.example.co.jp/689599/recruit/,https://www.example.co.jp/689599/contact/,03-5183-1153,神奈川県横浜市,100-299,100000000,1980,,,,,,seed,active
スリーボンドビル管理,,施設管理,5,https://www.example.co.jp/928094/,https://www.example.co.jp/928094/recruit/,https://www.example.co.jp/928094/contact/,03-2210-8237,東京都江東区,1000-2999,30000000,2017,,,,,,seed,active
アクアテクノス,,施設管理,5,https://www.example.co.jp/578450/,https://www.example.co.jp/578450/recruit/,https://www.example.co.jp/578450/contact/,03-5097-8484,東京都中央区,50-99,1000000000,2002,,,,,,seed,active
クリーンライフ,,施設管理,2,https://www.example.co.jp/132147/,https://www.example.co.jp/132147/recruit/,https://www.example.co.jp/132147/contact/,03-4886-7248,埼玉県さいたま市,100-299,10000000,2009,,,,,,seed,active
ビルメン東京,,施設管理,3,https://www.example.co.jp/342526/,https://www.example.co.jp/342526/recruit/,https://www.example.co.jp/342526/contact/,03-7484-5497,東京都千代田区,50-99,10000000,1985,,,,,,seed,active
関東ビルマネジメント,,施設管理,3,https://www.example.co.jp/559730/,https://www.example.co.jp/559730/recruit/,https://www.example.co.jp/559730/contact/,03-9138-5689,東京都渋谷区,1000-2999,300000000,1954,,,,,,seed,active
東日本ビルサービス,,施設管理,4,https://www.example.co.jp/355068/,https://www.example.co.jp/355068/recruit/,https://www.example.co.jp/355068/contact/,03-4115-5106,東京都新宿区,50-99,1000000000,1976,,,,,,seed,active
関西ビルサービス東京支店,,施設管理,4,https://www.example.co.jp/812273/,https://www.example.co.jp/812273/recruit/,https://www.example.co.jp/812273/contact/,03-8222-1546,埼玉県さいたま市,1000-2999,50000000,1953,,,,,,seed,active
北日本ビル管理,,施設管理,3,https://www.example.co.jp/812002/,https://www.example.co.jp/812002/recruit/,https://www.example.co.jp/812002/contact/,03-6352-7807,東京都新宿区,10-49,50000000,1959,,,,,,seed,active
東京クリエイティブメンテナンス,,施設管理,3,https://www.example.co.jp/894717/,https://www.example.co.jp/894717/recruit/,https://www.example.co.jp/894717/contact/,03-9697-9221,東京都中央区,3000+,50000000,2017,,,,,,seed,active
新東京ビルサービス,,施設管理,4,https://www.example.co.jp/351615/,https://www.example.co.jp/351615/recruit/,https://www.example.co.jp/351615/contact/,03-5835-6549,東京都港区,50-99,3000000000,2009,,,,,,seed,active
湾岸ビル管理,,施設管理,3,https://www.example.co.jp/570911/,https://www.example.co.jp/570911/recruit/,https://www.example.co.jp/570911/contact/,03-4696-7511,千葉県千葉市,1-9,3000000000,1966,,,,,,seed,active
空港施設管理,,施設管理,3,https://www.example.co.jp/811151/,https://www.example.co.jp/811151/recruit/,https://www.example.co.jp/811151/contact/,03-5332-9791,東京都港区,3000+,10000000,1998,,,,,,seed,active
湾岸警備施設,,施設管理,3,https://www.example.co.jp/509229/,https://www.example.co.jp/509229/recruit/,https://www.example.co.jp/509229/contact/,03-7242-7086,東京都港区,1000-2999,300000000,1981,,,,,,seed,active
羽田施設サービス,,施設管理,4,https://www.example.co.jp/693342/,https://www.example.co.jp/693342/recruit/,https://www.example.co.jp/693342/contact/,03-6374-4626,東京都港区,100-299,300000000,1951,,,,,,seed,active
成田施設サービス,,施設管理,4,https://www.example.co.jp/158347/,https://www.example.co.jp/158347/recruit/,https://www.example.co.jp/158347/contact/,03-7689-2911,東京都新宿区,100-299,1000000000,1986,,,,,,seed,active
東京駅前施設管理,,施設管理,1,https://www.example.co.jp/62975/,https://www.example.co.jp/62975/recruit/,https://www.example.co.jp/62975/contact/,03-2902-2592,東京都渋谷区,1-9,100000000,1986,,,,,,seed,active
新宿駅前ビル管理,,施設管理,5,https://www.example.co.jp/702801/,https://www.example.co.jp/702801/recruit/,https://www.example.co.jp/702801/contact/,03-7078-9850,東京都品川区,10-49,100000000,1997,,,,,,seed,active
渋谷施設管理,,施設管理,3,https://www.example.co.jp/269712/,https://www.example.co.jp/269712/recruit/,https://www.example.co.jp/269712/contact/,03-2622-9017,埼玉県さいたま市,1000-2999,100000000,1967,,,,,,seed,active
池袋施設サービス,,施設管理,3,https://www.example.co.jp/629419/,https://www.example.co.jp/629419/recruit/,https://www.example.co.jp/629419/contact/,03-7070-4559,神奈川県横浜市,50-99,1000000000,1952,,,,,,seed,active
上野ビル管理,,施設管理,3,https://www.example.co.jp/514178/,https://www.example.co.jp/514178/recruit/,https://www.example.co.jp/514178/contact/,03-7018-9920,東京都江東区,10-49,10000000,1994,,,,,,seed,active
秋葉原施設サービス,,施設管理,2,https://www.example.co.jp/117285/,https://www.example.co.jp/117285/recruit/,https://www.example.co.jp/117285/contact/,03-8450-2501,東京都渋谷区,50-99,10000000,1972,,,,,,seed,active
東京ベイビル管理,,施設管理,4,https://www.example.co.jp/358241/,https://www.example.co.jp/358241/recruit/,https://www.example.co.jp/358241/contact/,03-6464-4990,東京都新宿区,300-999,10000000,1950,,,,,,seed,active
お台場施設サービス,,施設管理,4,https://www.example.co.jp/572312/,https://www.example.co.jp/572312/recruit/,https://www.example.co.jp/572312/contact/,03-4394-4538,東京都渋谷区,10-49,3000000000,1956,,,,,,seed,active
豊洲ビル管理,,施設管理,3,https://www.example.co.jp/309803/,https://www.example.co.jp/309803/recruit/,https://www.example.co.jp/309803/contact/,03-3370-3129,千葉県千葉市,10-49,50000000,1948,,,,,,seed,active
品川ビルメンテナンス,,施設管理,3,https://www.example.co.jp/12076/,https://www.example.co.jp/12076/recruit/,https://www.example.co.jp/12076/contact/,03-1422-3159,東京都千代田区,10-49,1000000000,1962,,,,,,seed,active
目黒施設サービス,,施設管理,3,https://www.example.co.jp/947037/,https://www.example.co.jp/947037/recruit/,https://www.example.co.jp/947037/contact/,03-6304-1258,東京都新宿区,3000+,300000000,1978,,,,,,seed,active
世田谷ビル管理,,施設管理,3,https://www.example.co.jp/332202/,https://www.example.co.jp/332202/recruit/,https://www.example.co.jp/332202/contact/,03-2862-2041,神奈川県横浜市,10-49,300000000,2001,,,,,,seed,active
練馬施設サービス,,施設管理,3,https://www.example.co.jp/773956/,https://www.example.co.jp/773956/recruit/,https://www.example.co.jp/773956/contact/,03-2786-8405,千葉県千葉市,50-99,300000000,2013,,,,,,seed,active
杉並ビル管理,,施設管理,3,https://www.example.co.jp/864978/,https://www.example.co.jp/864978/recruit/,https://www.example.co.jp/864978/contact/,03-9543-5941,神奈川県横浜市,300-999,1000000000,1953,,,,,,seed,active
北区施設サービス,,施設管理,4,https://www.example.co.jp/793062/,https://www.example.co.jp/793062/recruit/,https://www.example.co.jp/793062/contact/,03-7580-7984,東京都港区,1-9,100000000,1955,,,,,,seed,active
荒川ビルメンテナンス,,施設管理,3,https://www.example.co.jp/552966/,https://www.example.co.jp/552966/recruit/,https://www.example.co.jp/552966/contact/,03-6277-3430,東京都港区,100-299,10000000,1957,,,,,,seed,active
台東施設管理,,施設管理,2,https://www.example.co.jp/63778/,https://www.example.co.jp/63778/recruit/,https://www.example.co.jp/63778/contact/,03-6327-7240,埼玉県さいたま市,300-999,1000000000,2018,,,,,,seed,active
江戸川ビル管理,,施設管理,3,https://www.example.co.jp/526182/,https://www.example.co.jp/526182/recruit/,https://www.example.co.jp/526182/contact/,03-8048-2624,東京都港区,100-299,300000000,2012,,,,,,seed,active
ダイキン工業,,メーカー,5,https://www.example.co.jp/973570/,https://www.example.co.jp/973570/recruit/,https://www.example.co.jp/973570/contact/,03-4522-8046,神奈川県横浜市,1000-2999,1000000000,2018,,,,,,seed,active
三菱電機ビルソリューションズ,,メーカー,5,https://www.example.co.jp/229569/,https://www.example.co.jp/229569/recruit/,https://www.example.co.jp/229569/contact/,03-8430-7532,東京都品川区,100-299,3000000000,1991,,,,,,seed,active
パナソニックエレクトリックワークス,,メーカー,4,https://www.example.co.jp/874621/,https://www.example.co.jp/874621/recruit/,https://www.example.co.jp/874621/contact/,03-5176-7132,東京都新宿区,50-99,50000000,2002,,,,,,seed,active
日立ジョンソンコントロールズ,,メーカー,4,https://www.example.co.jp/245749/,https://www.example.co.jp/245749/recruit/,https://www.example.co.jp/245749/contact/,03-2398-2527,東京都品川区,100-299,10000000,1956,,,,,,seed,active
東芝キヤリア,,メーカー,2,https://www.example.co.jp/506181/,https://www.example.co.jp/506181/recruit/,https://www.example.co.jp/506181/contact/,03-3131-1982,埼玉県さいたま市,1000-2999,3000000000,1995,,,,,,seed,active
アズビル,,メーカー,5,https://www.example.co.jp/458418/,https://www.example.co.jp/458418/recruit/,https://www.example.co.jp/458418/contact/,03-3002-7730,東京都江東区,300-999,1000000000,1990,,,,,,seed,active
横河電機,,メーカー,5,https://www.example.co.jp/859349/,https://www.example.co.jp/859349/recruit/,https://www.example.co.jp/859349/contact/,03-1842-5712,埼玉県さいたま市,3000+,3000000000,2002,,,,,,seed,active
ヤマタケ,,メーカー,3,https://www.example.co.jp/642972/,https://www.example.co.jp/642972/recruit/,https://www.example.co.jp/642972/contact/,03-3535-8900,東京都渋谷区,1-9,30000000,2012,,,,,,seed,active
TOTOテクニカル,,メーカー,4,https://www.example.co.jp/488267/,https://www.example.co.jp/488267/recruit/,https://www.example.co.jp/488267/contact/,03-5564-4705,東京都品川区,50-99,10000000,1995,,,,,,seed,active
LIXILビルディング,,メーカー,4,https://www.example.co.jp/262337/,https://www.example.co.jp/262337/recruit/,https://www.example.co.jp/262337/contact/,03-5381-1474,東京都新宿区,3000+,300000000,1951,,,,,,seed,active
サンウエーブ工業,,メーカー,3,https://www.example.co.jp/803781/,https://www.example.co.jp/803781/recruit/,https://www.example.co.jp/803781/contact/,03-6751-1100,東京都新宿区,3000+,50000000,1987,,,,,,seed,active
クリナップサービス,,メーカー,5,https://www.example.co.jp/501079/,https://www.example.co.jp/501079/recruit/,https://www.example.co.jp/501079/contact/,03-3324-1502,東京都港区,300-999,10000000,1999,,,,,,seed,active
ノーリツ関東,,メーカー,4,https://www.example.co.jp/622844/,https://www.example.co.jp/622844/recruit/,https://www.example.co.jp/622844/contact/,03-8432-6585,東京都新宿区,10-49,100000000,1996,,,,,,seed,active
リンナイビジネス,,メーカー,3,https://www.example.co.jp/158622/,https://www.example.co.jp/158622/recruit/,https://www.example.co.jp/158622/contact/,03-2391-1861,東京都新宿区,1000-2999,3000000000,1989,,,,,,seed,active
コロナビジネス,,メーカー,2,https://www.example.co.jp/441783/,https://www.example.co.jp/441783/recruit/,https://www.example.co.jp/441783/contact/,03-2336-5458,神奈川県横浜市,300-999,1000000000,1954,,,,,,seed,active
オムロンソーシアル,,メーカー,4,https://www.example.co.jp/112993/,https://www.example.co.jp/112993/recruit/,https://www.example.co.jp/112993/contact/,03-5475-4531,千葉県千葉市,100-299,100000000,2004,,,,,,seed,active
富士電機ビルシステム,,メーカー,2,https://www.example.co.jp/211416/,https://www.example.co.jp/211416/recruit/,https://www.example.co.jp/211416/contact/,03-8972-9633,東京都中央区,100-299,50000000,1962,,,,,,seed,active
明電舎ビル,,メーカー,1,https://www.example.co.jp/633465/,https://www.example.co.jp/633465/recruit/,https://www.example.co.jp/633465/contact/,03-4349-5938,東京都渋谷区,100-299,10000000,1955,,,,,,seed,active
東光高岳サービス,,メーカー,4,https://www.example.co.jp/329670/,https://www.example.co.jp/329670/recruit/,https://www.example.co.jp/329670/contact/,03-6375-2965,東京都千代田区,3000+,50000000,1980,,,,,,seed,active
日新電機サービス,,メーカー,3,https://www.example.co.jp/830898/,https://www.example.co.jp/830898/recruit/,https://www.example.co.jp/830898/contact/,03-7229-9725,東京都渋谷区,100-299,30000000,1970,,,,,,seed,active
メイデン,,メーカー,3,https://www.example.co.jp/473826/,https://www.example.co.jp/473826/recruit/,https://www.example.co.jp/473826/contact/,03-7505-1693,東京都品川区,3000+,10000000,1993,,,,,,seed,active
三菱重工冷熱,,メーカー,1,https://www.example.co.jp/938557/,https://www.example.co.jp/938557/recruit/,https://www.example.co.jp/938557/contact/,03-8033-7626,東京都品川区,1-9,300000000,1988,,,,,,seed,active
川崎重工冷熱,,メーカー,3,https://www.example.co.jp/903687/,https://www.example.co.jp/903687/recruit/,https://www.example.co.jp/903687/contact/,03-3815-8538,東京都江東区,100-299,50000000,1950,,,,,,seed,active
荏原冷熱,,メーカー,2,https://www.example.co.jp/899447/,https://www.example.co.jp/899447/recruit/,https://www.example.co.jp/899447/contact/,03-8138-7560,千葉県千葉市,3000+,30000000,1961,,,,,,seed,active
新晃工業,,メーカー,2,https://www.example.co.jp/388592/,https://www.example.co.jp/388592/recruit/,https://www.example.co.jp/388592/contact/,03-6562-4630,東京都江東区,3000+,1000000000,1987,,,,,,seed,active
木村工機,,メーカー,4,https://www.example.co.jp/373614/,https://www.example.co.jp/373614/recruit/,https://www.example.co.jp/373614/contact/,03-2868-9693,千葉県千葉市,1-9,1000000000,2013,,,,,,seed,active
昭和鉄工,,メーカー,2,https://www.example.co.jp/27310/,https://www.example.co.jp/27310/recruit/,https://www.example.co.jp/27310/contact/,03-3419-4871,東京都港区,3000+,50000000,1992,,,,,,seed,active
空研工業,,メーカー,2,https://www.example.co.jp/43070/,https://www.example.co.jp/43070/recruit/,https://www.example.co.jp/43070/contact/,03-3504-2234,東京都新宿区,10-49,300000000,1970,,,,,,seed,active
西邦工業,,メーカー,5,https://www.example.co.jp/730852/,https://www.example.co.jp/730852/recruit/,https://www.example.co.jp/730852/contact/,03-8354-6295,東京都江東区,1000-2999,100000000,2011,,,,,,seed,active
関西電熱東京,,メーカー,2,https://www.example.co.jp/993894/,https://www.example.co.jp/993894/recruit/,https://www.example.co.jp/993894/contact/,03-5961-5500,埼玉県さいたま市,1-9,100000000,2008,,,,,,seed,active
鹿島建物総合管理,,その他,2,https://www.example.co.jp/645042/,https://www.example.co.jp/645042/recruit/,https://www.example.co.jp/645042/contact/,03-8565-8404,東京都千代田区,300-999,50000000,1957,,,,,,seed,active
清水建設プロパティ,,その他,2,https://www.example.co.jp/739622/,https://www.example.co.jp/739622/recruit/,https://www.example.co.jp/739622/contact/,03-2479-9307,東京都品川区,3000+,10000000,1984,,,,,,seed,active
大成サービス,,その他,3,https://www.example.co.jp/743481/,https://www.example.co.jp/743481/recruit/,https://www.example.co.jp/743481/contact/,03-4084-6267,埼玉県さいたま市,300-999,100000000,1953,,,,,,seed,active
大林ファシリティーズ,,その他,3,https://www.example.co.jp/666712/,https://www.example.co.jp/666712/recruit/,https://www.example.co.jp/666712/contact/,03-2695-6626,東京都港区,10-49,100000000,1955,,,,,,seed,active
竹中ファシリティ,,その他,3,https://www.example.co.jp/60286/,https://www.example.co.jp/60286/recruit/,https://www.example.co.jp/60286/contact/,03-8172-8199,千葉県千葉市,10-49,30000000,1953,,,,,,seed,active
戸田建物管理,,その他,3,https://www.example.co.jp/130621/,https://www.example.co.jp/130621/recruit/,https://www.example.co.jp/130621/contact/,03-5634-7347,東京都品川区,10-49,50000000,1994,,,,,,seed,active
フジタコミュニティ,,その他,4,https://www.example.co.jp/711768/,https://www.example.co.jp/711768/recruit/,https://www.example.co.jp/711768/contact/,03-6482-2079,東京都江東区,1000-2999,3000000000,1954,,,,,,seed,active
熊谷組ファシリティ,,その他,2,https://www.example.co.jp/509658/,https://www.example.co.jp/509658/recruit/,https://www.example.co.jp/509658/contact/,03-5128-3463,東京都江東区,1000-2999,50000000,1997,,,,,,seed,active
奥村組サービス,,その他,2,https://www.example.co.jp/748961/,https://www.example.co.jp/748961/recruit/,https://www.example.co.jp/748961/contact/,03-6082-7421,東京都新宿区,1000-2999,50000000,1966,,,,,,seed,active
錢高ビルサービス,,その他,3,https://www.example.co.jp/171972/,https://www.example.co.jp/171972/recruit/,https://www.example.co.jp/171972/contact/,03-7171-6381,東京都新宿区,1-9,300000000,1987,,,,,,seed,active
東急建設サービス,,その他,4,https://www.example.co.jp/489857/,https://www.example.co.jp/489857/recruit/,https://www.example.co.jp/489857/contact/,03-7937-9331,東京都江東区,3000+,10000000,2015,,,,,,seed,active
西松建設管理,,その他,1,https://www.example.co.jp/705668/,https://www.example.co.jp/705668/recruit/,https://www.example.co.jp/705668/contact/,03-6598-8967,東京都渋谷区,50-99,30000000,1971,,,,,,seed,active
前田建設ファシリティ,,その他,3,https://www.example.co.jp/234509/,https://www.example.co.jp/234509/recruit/,https://www.example.co.jp/234509/contact/,03-5846-2657,千葉県千葉市,10-49,10000000,1967,,,,,,seed,active
五洋建設管理,,その他,4,https://www.example.co.jp/328399/,https://www.example.co.jp/328399/recruit/,https://www.example.co.jp/328399/contact/,03-6517-3147,埼玉県さいたま市,3000+,10000000,2015,,,,,,seed,active
東亜建設物業,,その他,3,https://www.example.co.jp/973640/,https://www.example.co.jp/973640/recruit/,https://www.example.co.jp/973640/contact/,03-3712-8170,東京都千代田区,10-49,3000000000,1971,,,,,,seed,active
東洋建設物業,,その他,3,https://www.example.co.jp/226585/,https://www.example.co.jp/226585/recruit/,https://www.example.co.jp/226585/contact/,03-5668-8355,東京都渋谷区,1000-2999,100000000,1978,,,,,,seed,active
ピーエス三菱サービス,,その他,3,https://www.example.co.jp/393064/,https://www.example.co.jp/393064/recruit/,https://www.example.co.jp/393064/contact/,03-4178-7026,埼玉県さいたま市,50-99,3000000000,2008,,,,,,seed,active
ヒノキヤグループFM,,その他,5,https://www.example.co.jp/120099/,https://www.example.co.jp/120099/recruit/,https://www.example.co.jp/120099/contact/,03-7256-9239,千葉県千葉市,100-299,3000000000,1984,,,,,,seed,active
タカラレーベンFM,,その他,3,https://www.example.co.jp/998294/,https://www.example.co.jp/998294/recruit/,https://www.example.co.jp/998294/contact/,03-3267-5096,東京都千代田区,10-49,3000000000,1973,,,,,,seed,active
レオパレスサービス,,その他,4,https://www.example.co.jp/877741/,https://www.example.co.jp/877741/recruit/,https://www.example.co.jp/877741/contact/,03-2680-9452,東京都港区,3000+,300000000,1995,,,,,,seed,active
オープンハウスFM,,その他,3,https://www.example.co.jp/114680/,https://www.example.co.jp/114680/recruit/,https://www.example.co.jp/114680/contact/,03-8361-9410,東京都新宿区,3000+,50000000,1968,,,,,,seed,active
アズ企画設計FM,,その他,4,https://www.example.co.jp/166395/,https://www.example.co.jp/166395/recruit/,https://www.example.co.jp/166395/contact/,03-8391-6727,東京都千代田区,1-9,3000000000,1976,,,,,,seed,active
KDDIエンジニアリングFM,,その他,3,https://www.example.co.jp/664380/,https://www.example.co.jp/664380/recruit/,https://www.example.co.jp/664380/contact/,03-4862-7326,東京都港区,100-299,50000000,2012,,,,,,seed,active
NTTファシリティーズ,,その他,3,https://www.example.co.jp/506483/,https://www.example.co.jp/506483/recruit/,https://www.example.co.jp/506483/contact/,03-6493-3392,東京都新宿区,1-9,10000000,1988,,,,,,seed,active
ソフトバンクテレコムFM,,その他,1,https://www.example.co.jp/503994/,https://www.example.co.jp/503994/recruit/,https://www.example.co.jp/503994/contact/,03-3273-8685,神奈川県横浜市,3000+,1000000000,2008,,,,,,seed,active
日本電気サービス,,その他,4,https://www.example.co.jp/337326/,https://www.example.co.jp/337326/recruit/,https://www.example.co.jp/337326/contact/,03-4533-3449,千葉県千葉市,1-9,50000000,1950,,,,,,seed,active
